bank_txn_ref,posting_date,value_date,amount,currency,debit_credit,narration,bank_branch,source_system,fees_deducted
BK-e5f45e2ed3,2024-01-13,2024-01-13,21705.5,KES,CR,Cash DEP acc 28842,BBR01,CASH,162.38
BK-4dc2898fc5,2024-01-19,2024-01-19,12872.7,KES,CR,CASH DEP 20770,BBR02,CASH,32.57
BK-907993b714,2024-02-10,2024-02-10,36882.49,KES,CR,CHQ dep MBR 24472,BBR05,CHEQUE,205.35
BK-fc0b9a488f,2024-01-20,2024-01-20,9703.91,KES,CR,CHQ dep MBR 21137,BBR09,CHEQUE,69.64
BK-d405b41fbb,2024-01-13,2024-01-13,7038.44,KES,CR,CASH DEP 24104,BBR14,CASH,11.41
BK-d32f5bb5a5,2024-03-19,2024-03-19,37895.07,KES,CR,Cash DEP acc 24252,BBR15,CASH,56.58
BK-120d84ef5b,2024-01-04,2024-01-04,8920.97,KES,CR,Mobile payment MBR 22435,BBR06,MPESA,9.58
BK-626272d2cd,2024-02-22,2024-02-22,21133.97,KES,CR,CHQ DEP MBR 21193,BBR04,CHEQUE,76.27
BK-de5fb47e36,2024-03-19,2024-03-19,31098.73,KES,CR,CHQ dep MBR 22412,BBR06,CHEQUE,181.82
BK-2e03ed24ab,2024-02-26,2024-02-26,49065.38,KES,CR,M-PESA PAY 20655,BBR06,MPESA,321.15
BK-c2ff4d5d9f,2024-01-21,2024-01-21,5772.29,KES,CR,M-PESA PAY 20225,BBR05,MPESA,21.92
BK-b668dce27e,2024-01-18,2024-01-18,26193.3,KES,CR,CHQ DEP MBR 20172,BBR08,CHEQUE,210.85
BK-9fe9c442de,2024-04-02,2024-04-02,22194.62,KES,CR,M-PESA PAY 21302,BBR14,MPESA,56.29
BK-e49a00dcd0,2024-03-08,2024-03-08,31331.63,KES,CR,Mobile payment MBR 25765,BBR02,MPESA,117.3
BK-800f0ab279,2024-02-24,2024-02-24,40415.87,KES,CR,MPESA 21805,BBR06,MPESA,93.51
BK-0278f44070,2024-04-01,2024-04-01,621.26,KES,CR,CHQ dep MBR 27855,BBR09,CHEQUE,3.6
BK-8e5123dd4b,2024-03-27,2024-03-27,48004.92,KES,CR,Cash DEP acc 29208,BBR07,CASH,375.36
BK-c3d223adcf,2024-02-25,2024-02-25,43626.25,KES,CR,Cash DEP acc 26933,BBR13,CASH,257.76
BK-d120a60ab4,2024-01-14,2024-01-14,18045.02,KES,CR,M-PESA PAY 20287,BBR06,MPESA,100.03
BK-278c3b0191,2024-03-05,2024-03-05,33915.68,KES,CR,CHQ dep MBR 23964,BBR12,CHEQUE,96.16
BK-a2d89a8871,2024-03-30,2024-03-30,27022.7,KES,CR,CASH DEP 22135,BBR10,CASH,171.96
BK-e402dc003b,2024-02-13,2024-02-13,45398.85,KES,CR,CHQ DEP MBR 27027,BBR07,CHEQUE,287.69
BK-90d4a301ba,2024-01-17,2024-01-17,16443.5,KES,CR,Cash DEP acc 29095,BBR12,CASH,46.53
BK-2f55bdadbb,2024-03-24,2024-03-24,4162.63,KES,CR,CHQ DEP MBR 20173,BBR15,CHEQUE,13.77
BK-dd3c4671fa,2024-01-18,2024-01-18,37759.61,KES,CR,Cash DEP acc 23010,BBR13,CASH,106.29
BK-28a5f8af16,2024-03-15,2024-03-15,21206.58,KES,CR,Cash DEP acc 22008,BBR15,CASH,31.49
BK-af7b8926e0,2024-03-01,2024-03-01,42490.73,KES,CR,CHQ dep MBR 24344,BBR13,CHEQUE,318.86
BK-278e9dee5a,2024-03-26,2024-03-26,17482.83,KES,CR,Cash DEP acc 27244,BBR09,CASH,107.08
BK-71d70c8a75,2024-01-04,2024-01-04,15516.12,KES,CR,Cash DEP acc 29702,BBR09,CASH,92.84
BK-7c2635db2f,2024-01-16,2024-01-16,32328.19,KES,CR,CHQ dep MBR 21617,BBR03,CHEQUE,85.93
BK-1943e68831,2024-01-27,2024-01-27,44244.46,KES,CR,CASH DEP 22053,BBR05,CASH,298.83
BK-b2a81a5413,2024-03-08,2024-03-08,1293.35,KES,CR,CASH DEP 21331,BBR05,CASH,5.81
BK-304d2eaa88,2024-03-07,2024-03-07,3250.87,KES,CR,Cash DEP acc 29875,BBR03,CASH,10.38
BK-cf96b7be31,2024-02-05,2024-02-05,32044.01,KES,CR,M-PESA PAY 25509,BBR11,MPESA,165.43
BK-00c53c2882,2024-03-27,2024-03-27,12980.89,KES,CR,CHQ DEP for MBR 29357,BBR03,CHEQUE,27.37
BK-1c11c501ae,2024-04-01,2024-04-01,25653.36,KES,CR,M-PESA PAY 25048,BBR06,MPESA,162.92
BK-b60c496fb1,2024-02-04,2024-02-04,14965.75,KES,CR,CHQ DEP for MBR 29146,BBR12,CHEQUE,76.56
BK-3dcff937f0,2024-02-02,2024-02-02,25145.43,KES,CR,CHQ DEP MBR 27845,BBR12,CHEQUE,180.39
BK-973c0c1f15,2024-01-08,2024-01-08,20333.0,KES,CR,CHQ DEP for MBR 23877,BBR01,CHEQUE,35.06
BK-befd1e4f21,2024-01-06,2024-01-06,20884.22,KES,CR,MPESA 21790,BBR07,MPESA,43.52
BK-1968305292,2024-01-06,2024-01-06,6228.57,KES,CR,CHQ dep MBR 24757,BBR11,CHEQUE,12.17
BK-7b07ab846c,2024-01-15,2024-01-15,4129.33,KES,CR,CHQ dep MBR 22988,BBR08,CHEQUE,5.28
BK-049504d861,2024-03-08,2024-03-08,26288.64,KES,CR,CASH DEP 29498,BBR01,CASH,88.45
BK-1a01350a09,2024-01-25,2024-01-25,19427.53,KES,CR,M-PESA PAY 20775,BBR12,MPESA,47.05
BK-47de080e87,2024-03-01,2024-03-01,47688.0,KES,CR,CHQ DEP MBR 22010,BBR08,CHEQUE,333.32
BK-ade526936b,2024-01-11,2024-01-11,2924.66,KES,CR,CASH DEP 29362,BBR05,CASH,16.24
BK-167c5845f7,2024-02-14,2024-02-14,3464.53,KES,CR,CASH DEP 23964,BBR02,CASH,22.98
BK-0e4ae2d2b3,2024-02-16,2024-02-16,33292.54,KES,CR,MPESA 21284,BBR03,MPESA,152.79
BK-91c3375847,2024-03-08,2024-03-08,48454.23,KES,CR,M-PESA PAY 20598,BBR13,MPESA,306.65
BK-2354e8356a,2024-03-26,2024-03-26,6144.46,KES,CR,M-PESA PAY 28909,BBR06,MPESA,14.06
BK-ab75d50a96,2024-02-09,2024-02-09,15261.27,KES,CR,Mobile payment MBR 28059,BBR09,MPESA,69.45
BK-2cc81789be,2024-03-29,2024-03-29,40154.65,KES,CR,M-PESA PAY 21466,BBR14,MPESA,289.61
BK-138779deae,2024-02-27,2024-02-27,14186.4,KES,CR,CHQ DEP MBR 25341,BBR04,CHEQUE,104.42
BK-7c60970f26,2024-01-13,2024-01-13,13049.15,KES,CR,CASH DEP 27423,BBR05,CASH,68.72
BK-fc03786f17,2024-01-10,2024-01-10,49308.53,KES,CR,CHQ DEP MBR 20189,BBR07,CHEQUE,271.62
BK-ba42a3c829,2024-01-29,2024-01-29,28016.39,KES,CR,Cash DEP acc 24140,BBR06,CASH,135.27
BK-23686ae52a,2024-03-30,2024-03-30,36685.15,KES,CR,CASH DEP 28054,BBR11,CASH,71.62
BK-8d814a2c6c,2024-01-14,2024-01-14,5874.84,KES,CR,Cash DEP acc 27978,BBR14,CASH,12.38
BK-c6e6e15a53,2024-03-30,2024-03-30,39922.22,KES,CR,Mobile payment MBR 23639,BBR10,MPESA,263.09
BK-f37eabff39,2024-03-31,2024-03-31,20288.29,KES,CR,CHQ DEP MBR 21441,BBR11,CHEQUE,58.21
BK-f02ced854d,2024-03-21,2024-03-21,2550.99,KES,CR,M-PESA PAY 29095,BBR06,MPESA,17.72
BK-2eebfd4f84,2024-03-20,2024-03-20,40192.35,KES,CR,CASH DEP 23703,BBR14,CASH,264.06
BK-16f79c57f5,2024-03-21,2024-03-21,19453.32,KES,CR,CASH DEP 23513,BBR13,CASH,149.56
BK-c50dd7b00a,2024-03-18,2024-03-18,23247.8,KES,CR,CASH DEP 29148,BBR14,CASH,89.87
BK-0b6cf6f807,2024-01-17,2024-01-17,11938.3,KES,CR,M-PESA PAY 20516,BBR03,MPESA,51.01
BK-5e2ef40995,2024-03-03,2024-03-03,5337.97,KES,CR,MPESA 21103,BBR04,MPESA,23.05
BK-ddc3638eee,2024-01-18,2024-01-18,12354.44,KES,CR,M-PESA PAY 22670,BBR10,MPESA,73.52
BK-b076e560c4,2024-01-14,2024-01-14,19445.11,KES,CR,CHQ dep MBR 25199,BBR07,CHEQUE,84.36
BK-fb839d7615,2024-02-09,2024-02-09,23764.67,KES,CR,Cash DEP acc 23012,BBR01,CASH,174.51
BK-72f74d3be9,2024-01-06,2024-01-06,20155.26,KES,CR,CHQ DEP MBR 20514,BBR11,CHEQUE,69.08
BK-a2794dc853,2024-01-19,2024-01-19,40112.13,KES,CR,CHQ dep MBR 22992,BBR08,CHEQUE,173.31
BK-b9348fce86,2024-02-10,2024-02-10,39129.66,KES,CR,CHQ DEP for MBR 22340,BBR12,CHEQUE,168.07
BK-41780489fc,2024-01-23,2024-01-23,22364.84,KES,CR,M-PESA PAY 25153,BBR05,MPESA,41.69
BK-12241b0042,2024-02-19,2024-02-19,38963.15,KES,CR,CHQ DEP for MBR 25060,BBR09,CHEQUE,188.86
BK-c3d97341cd,2024-01-23,2024-01-23,37082.82,KES,CR,CHQ DEP for MBR 24101,BBR10,CHEQUE,130.3
BK-db9a49f63c,2024-03-28,2024-03-28,35866.24,KES,CR,CHQ DEP for MBR 20494,BBR05,CHEQUE,172.94
BK-285a666f59,2024-03-19,2024-03-19,42029.11,KES,CR,M-PESA PAY 22098,BBR01,MPESA,56.87
BK-5cadfaa524,2024-01-16,2024-01-16,47461.83,KES,CR,M-PESA PAY 28219,BBR03,MPESA,332.2
BK-be8ec04372,2024-01-19,2024-01-19,1913.62,KES,CR,CASH DEP 25875,BBR15,CASH,12.78
BK-454d281db5,2024-03-11,2024-03-11,48575.43,KES,CR,Cash DEP acc 27623,BBR06,CASH,223.18
BK-c5f61a142c,2024-03-22,2024-03-22,16720.95,KES,CR,CASH DEP 24872,BBR02,CASH,40.12
BK-7d98d64149,2024-03-28,2024-03-28,35561.22,KES,CR,Cash DEP acc 21757,BBR03,CASH,41.14
BK-523e1817d6,2024-03-26,2024-03-26,25806.25,KES,CR,Mobile payment MBR 26643,BBR08,MPESA,200.14
BK-6f6c255948,2024-02-10,2024-02-10,24086.63,KES,CR,Cash DEP acc 20804,BBR06,CASH,182.43
BK-0218f841a2,2024-01-23,2024-01-23,46811.49,KES,CR,Mobile payment MBR 27792,BBR13,MPESA,60.7
BK-7085d9d7da,2024-03-21,2024-03-21,10815.09,KES,CR,Mobile payment MBR 25966,BBR04,MPESA,59.6
BK-518a70d279,2024-03-25,2024-03-25,11191.84,KES,CR,Mobile payment MBR 29319,BBR01,MPESA,72.59
BK-f8c5e43e05,2024-01-09,2024-01-09,36762.74,KES,CR,CASH DEP 20852,BBR13,CASH,144.78
BK-0ede33403c,2024-01-04,2024-01-04,21130.2,KES,CR,MPESA 27871,BBR06,MPESA,101.95
BK-f157f75c65,2024-01-04,2024-01-04,25583.6,KES,CR,CHQ dep MBR 26484,BBR07,CHEQUE,173.62
BK-fe9d386050,2024-01-05,2024-01-05,2027.9,KES,CR,CHQ dep MBR 20785,BBR12,CHEQUE,10.95
BK-56834eb99d,2024-01-22,2024-01-22,40525.67,KES,CR,M-PESA PAY 23709,BBR02,MPESA,96.92
BK-a78531d6c1,2024-02-16,2024-02-16,23499.31,KES,CR,CASH DEP 20212,BBR15,CASH,81.86
BK-3b346435f9,2024-03-01,2024-03-01,17889.0,KES,CR,CASH DEP 21540,BBR03,CASH,26.81
BK-40efcdabcc,2024-01-29,2024-01-29,42291.04,KES,CR,CASH DEP 29349,BBR05,CASH,284.98
BK-08b266783e,2024-02-15,2024-02-15,41360.0,KES,CR,Mobile payment MBR 25762,BBR09,MPESA,135.2
BK-56f1d99114,2024-03-30,2024-03-30,31161.97,KES,CR,CASH DEP 24750,BBR13,CASH,154.93
BK-9e3ba90518,2024-01-12,2024-01-12,32525.92,KES,CR,CASH DEP 24225,BBR13,CASH,72.17
BK-48b7cfaedd,2024-01-29,2024-01-29,33899.53,KES,CR,M-PESA PAY 21876,BBR01,MPESA,243.03
BK-50af9525dc,2024-02-26,2024-02-26,37512.06,KES,CR,M-PESA PAY 25763,BBR02,MPESA,284.96
BK-cc76e4355c,2024-01-12,2024-01-12,3998.07,KES,CR,CHQ DEP for MBR 24360,BBR06,CHEQUE,8.79
BK-a66822230c,2024-02-18,2024-02-18,920.47,KES,CR,Cash DEP acc 27335,BBR13,CASH,1.44
BK-e306a7f627,2024-01-18,2024-01-18,47701.21,KES,CR,CHQ DEP MBR 29157,BBR10,CHEQUE,194.63
BK-9bb4f99663,2024-03-06,2024-03-06,8250.34,KES,CR,MPESA 26055,BBR01,MPESA,41.03
BK-705b2e65d6,2024-01-21,2024-01-21,26488.35,KES,CR,CHQ DEP for MBR 29317,BBR12,CHEQUE,113.39
BK-4288e94074,2024-01-20,2024-01-20,47328.34,KES,CR,M-PESA PAY 21858,BBR07,MPESA,51.17
BK-a674a2c3e3,2024-02-18,2024-02-18,21865.15,KES,CR,CHQ dep MBR 23646,BBR14,CHEQUE,43.44
BK-2630cc5ff5,2024-03-15,2024-03-15,17061.53,KES,CR,CHQ DEP MBR 27899,BBR08,CHEQUE,26.18
BK-19226ba013,2024-03-31,2024-03-31,9510.76,KES,CR,MPESA 20718,BBR02,MPESA,31.79
BK-c329930981,2024-03-16,2024-03-16,11997.88,KES,CR,Cash DEP acc 29763,BBR13,CASH,69.99
BK-a84adba0b9,2024-03-05,2024-03-05,29276.93,KES,CR,Cash DEP acc 23925,BBR15,CASH,231.51
BK-ccabe1461d,2024-03-27,2024-03-27,27267.17,KES,CR,CHQ dep MBR 21974,BBR10,CHEQUE,65.45
BK-01c1eb65e7,2024-02-17,2024-02-17,26339.29,KES,CR,MPESA 27172,BBR01,MPESA,102.1
BK-bfe23a68a5,2024-02-01,2024-02-01,18522.57,KES,CR,Cash DEP acc 29664,BBR08,CASH,102.23
BK-3ec64f90c2,2024-02-15,2024-02-15,21867.9,KES,CR,M-PESA PAY 28131,BBR12,MPESA,93.3
BK-2bc2db1078,2024-03-30,2024-03-30,26484.45,KES,CR,M-PESA PAY 24496,BBR01,MPESA,104.66
BK-723e48c321,2024-01-17,2024-01-17,41016.61,KES,CR,Mobile payment MBR 20213,BBR07,MPESA,183.39
BK-0009434776,2024-01-26,2024-01-26,16318.81,KES,CR,MPESA 26861,BBR04,MPESA,31.0
BK-784ca69add,2024-02-06,2024-02-06,19701.36,KES,CR,Mobile payment MBR 25715,BBR12,MPESA,154.44
BK-0be61eabda,2024-01-15,2024-01-15,12857.33,KES,CR,CHQ DEP MBR 20953,BBR14,CHEQUE,27.28
BK-a6f055d8ef,2024-03-14,2024-03-14,30837.81,KES,CR,CHQ dep MBR 27415,BBR14,CHEQUE,159.58
BK-6397b74ca8,2024-01-11,2024-01-11,34997.98,KES,CR,Mobile payment MBR 23276,BBR14,MPESA,69.24
BK-c0bc387037,2024-02-01,2024-02-01,1977.09,KES,CR,MPESA 29910,BBR10,MPESA,9.15
BK-87a0c0acfc,2024-01-23,2024-01-23,38813.3,KES,CR,Cash DEP acc 20264,BBR02,CASH,255.28
BK-79d77409c6,2024-03-27,2024-03-27,25170.49,KES,CR,CHQ DEP for MBR 27808,BBR11,CHEQUE,194.58
BK-4d69904ca1,2024-01-11,2024-01-11,5595.31,KES,CR,CHQ DEP for MBR 25057,BBR05,CHEQUE,32.59
BK-ed4d8b6d1b,2024-02-15,2024-02-15,34685.52,KES,CR,MPESA 25972,BBR10,MPESA,51.89
BK-19ef848065,2024-03-17,2024-03-17,42019.93,KES,CR,CHQ DEP for MBR 27408,BBR08,CHEQUE,66.35
BK-0acaa419b5,2024-03-04,2024-03-04,21961.64,KES,CR,MPESA 26452,BBR01,MPESA,59.58
BK-561e8458c0,2024-03-17,2024-03-17,31531.72,KES,CR,Mobile payment MBR 22869,BBR09,MPESA,166.09
BK-ca503dedb0,2024-02-13,2024-02-13,40352.0,KES,CR,CHQ dep MBR 22397,BBR06,CHEQUE,104.1
BK-709d94e297,2024-02-24,2024-02-24,39206.58,KES,CR,MPESA 28677,BBR03,MPESA,260.6
BK-d71d1b527c,2024-03-29,2024-03-29,47728.21,KES,CR,Cash DEP acc 24503,BBR04,CASH,261.68
BK-32b18fa913,2024-02-12,2024-02-12,43425.99,KES,CR,Cash DEP acc 27921,BBR12,CASH,331.03
BK-ac06996798,2024-03-03,2024-03-03,8629.33,KES,CR,CHQ DEP MBR 20007,BBR02,CHEQUE,60.83
BK-677236aaab,2024-01-06,2024-01-06,17194.71,KES,CR,M-PESA PAY 27989,BBR06,MPESA,59.82
BK-a830c3eb3d,2024-03-08,2024-03-08,20425.79,KES,CR,M-PESA PAY 29354,BBR01,MPESA,152.8
BK-b415f533db,2024-03-13,2024-03-13,44018.48,KES,CR,MPESA 28547,BBR10,MPESA,85.66
BK-7440f085eb,2024-03-25,2024-03-25,22265.11,KES,CR,CHQ dep MBR 25972,BBR12,CHEQUE,147.73
BK-8485ee0c08,2024-02-24,2024-02-24,23926.07,KES,CR,M-PESA PAY 26557,BBR09,MPESA,127.33
BK-ebae252b0b,2024-01-15,2024-01-15,47170.36,KES,CR,M-PESA PAY 22936,BBR03,MPESA,66.9
BK-3ac368f1c3,2024-03-22,2024-03-22,4969.32,KES,CR,Cash DEP acc 21659,BBR14,CASH,7.09
BK-f4fc96a49c,2024-01-03,2024-01-03,20807.07,KES,CR,M-PESA PAY 24070,BBR11,MPESA,48.61
BK-aaadbcfbcb,2024-01-06,2024-01-06,44102.44,KES,CR,MPESA 21235,BBR01,MPESA,289.35
BK-ba8bfe6a92,2024-03-04,2024-03-04,32428.36,KES,CR,Cash DEP acc 21070,BBR07,CASH,43.88
BK-2aee89fff6,2024-02-20,2024-02-20,32783.84,KES,CR,CASH DEP 28110,BBR01,CASH,217.35
BK-65b1f9d583,2024-01-16,2024-01-16,6371.81,KES,CR,Cash DEP acc 23416,BBR13,CASH,15.99
BK-3697da8bab,2024-01-11,2024-01-11,45267.8,KES,CR,CHQ DEP MBR 28945,BBR03,CHEQUE,152.5
BK-ee3bc6dbdb,2024-03-22,2024-03-22,17360.25,KES,CR,CASH DEP 20010,BBR10,CASH,42.57
BK-1df3c18ac0,2024-02-12,2024-02-12,2571.67,KES,CR,CHQ dep MBR 25837,BBR14,CHEQUE,11.89
BK-465e91ddec,2024-02-26,2024-02-26,42435.62,KES,CR,Cash DEP acc 24573,BBR14,CASH,320.91
BK-e5b4f2b60d,2024-02-07,2024-02-07,33752.29,KES,CR,Cash DEP acc 26189,BBR15,CASH,233.86
BK-b531eb5481,2024-02-02,2024-02-02,23529.48,KES,CR,MPESA 28226,BBR07,MPESA,47.48
BK-51068feef4,2024-01-27,2024-01-27,28694.86,KES,CR,CHQ DEP for MBR 28677,BBR04,CHEQUE,226.6
BK-c50d28dbf5,2024-01-03,2024-01-03,49696.54,KES,CR,CHQ dep MBR 29313,BBR09,CHEQUE,89.15
BK-1fd6b25177,2024-02-05,2024-02-05,44424.8,KES,CR,Cash DEP acc 26334,BBR13,CASH,98.48
BK-67c0761727,2024-02-11,2024-02-11,2320.2,KES,CR,MPESA 29329,BBR01,MPESA,15.32
BK-fb5866f639,2024-03-09,2024-03-09,45914.62,KES,CR,CHQ dep MBR 22461,BBR14,CHEQUE,166.09
BK-49cfe4a79a,2024-01-28,2024-01-28,24331.9,KES,CR,CHQ dep MBR 24129,BBR01,CHEQUE,35.6
BK-82b42a147e,2024-01-24,2024-01-24,13312.96,KES,CR,MPESA 29008,BBR10,MPESA,90.42
BK-fcffd3b2ba,2024-02-17,2024-02-17,15417.55,KES,CR,CHQ DEP for MBR 28193,BBR13,CHEQUE,34.93
BK-68eeaf7d65,2024-01-12,2024-01-12,49106.14,KES,CR,M-PESA PAY 26672,BBR10,MPESA,149.5
BK-04dc3ed857,2024-01-11,2024-01-11,20761.03,KES,CR,MPESA 24835,BBR01,MPESA,132.58
BK-a7acfb0b20,2024-04-03,2024-04-03,29707.98,KES,CR,CHQ DEP MBR 23554,BBR05,CHEQUE,33.99
BK-ec8b00eecb,2024-02-07,2024-02-07,31511.4,KES,CR,MPESA 23703,BBR02,MPESA,115.28
BK-3d86c3f828,2024-01-26,2024-01-26,15894.63,KES,CR,Mobile payment MBR 26681,BBR03,MPESA,56.07
BK-0b594a0f36,2024-03-30,2024-03-30,9400.7,KES,CR,Mobile payment MBR 23173,BBR03,MPESA,68.91
BK-88ab928c24,2024-01-06,2024-01-06,4217.5,KES,CR,M-PESA PAY 20174,BBR15,MPESA,16.07
BK-7c95166714,2024-01-31,2024-01-31,39988.93,KES,CR,Cash DEP acc 24694,BBR06,CASH,204.55
BK-f6add57c66,2024-02-18,2024-02-18,44197.84,KES,CR,CHQ DEP MBR 23601,BBR10,CHEQUE,154.65
BK-4d98a9a39a,2024-01-24,2024-01-24,33369.24,KES,CR,CASH DEP 27515,BBR10,CASH,60.26
BK-973ee09b11,2024-02-26,2024-02-26,8392.34,KES,CR,Mobile payment MBR 21853,BBR05,MPESA,23.19
BK-1a2d850e6d,2024-02-01,2024-02-01,37610.7,KES,CR,Cash DEP acc 28435,BBR05,CASH,152.69
BK-167fd85bff,2024-01-16,2024-01-16,47205.16,KES,CR,M-PESA PAY 26786,BBR14,MPESA,222.1
BK-f009d4eace,2024-01-31,2024-01-31,46519.05,KES,CR,Cash DEP acc 21313,BBR05,CASH,246.1
BK-5be900dbef,2024-02-05,2024-02-05,13211.19,KES,CR,Mobile payment MBR 20053,BBR09,MPESA,74.23
BK-652dbca552,2024-02-21,2024-02-21,32221.78,KES,CR,CASH DEP 20216,BBR07,CASH,213.91
BK-79b2f04531,2024-01-21,2024-01-21,37044.5,KES,CR,Mobile payment MBR 26464,BBR11,MPESA,279.74
BK-f1eb260dad,2024-02-18,2024-02-18,37271.4,KES,CR,Cash DEP acc 21714,BBR14,CASH,265.15
BK-e4ee7ea52f,2024-02-15,2024-02-15,32018.99,KES,CR,Cash DEP acc 27559,BBR14,CASH,229.28
BK-ae5d505ef7,2024-02-02,2024-02-02,22402.05,KES,CR,M-PESA PAY 21897,BBR10,MPESA,91.51
BK-b0fa1fc7d3,2024-01-26,2024-01-26,13023.16,KES,CR,MPESA 22574,BBR02,MPESA,14.26
BK-c9a964f8dd,2024-02-02,2024-02-02,26346.58,KES,CR,CHQ DEP for MBR 22828,BBR01,CHEQUE,54.66
BK-c60798d1a8,2024-02-25,2024-02-25,6101.7,KES,CR,M-PESA PAY 20728,BBR06,MPESA,11.03
BK-859f4a076f,2024-01-23,2024-01-23,35136.14,KES,CR,CHQ dep MBR 29725,BBR08,CHEQUE,258.47
BK-910338c852,2024-03-07,2024-03-07,25324.12,KES,CR,CASH DEP 21366,BBR15,CASH,58.36
BK-5587d433a2,2024-02-20,2024-02-20,8292.95,KES,CR,Mobile payment MBR 20780,BBR10,MPESA,19.68
BK-6f7bd39991,2024-03-08,2024-03-08,16771.2,KES,CR,MPESA 26657,BBR12,MPESA,90.73
BK-b4cbd2188c,2024-03-30,2024-03-30,40650.83,KES,CR,CHQ dep MBR 23192,BBR13,CHEQUE,126.76
BK-4b9bd20019,2024-01-20,2024-01-20,29372.26,KES,CR,Mobile payment MBR 28485,BBR01,MPESA,216.64
BK-f316f58b43,2024-01-04,2024-01-04,44697.56,KES,CR,CASH DEP 26539,BBR06,CASH,181.37
BK-d0157cab8d,2024-03-11,2024-03-11,6052.89,KES,CR,CHQ DEP for MBR 28378,BBR15,CHEQUE,25.5
BK-b70f650bbc,2024-02-28,2024-02-28,2976.17,KES,CR,Cash DEP acc 21706,BBR13,CASH,19.72
BK-a1cb992a84,2024-01-27,2024-01-27,37014.36,KES,CR,Cash DEP acc 22595,BBR10,CASH,199.63
BK-a57f997610,2024-01-17,2024-01-17,27616.32,KES,CR,CASH DEP 27041,BBR06,CASH,123.1
BK-8446e4191a,2024-01-19,2024-01-19,44357.86,KES,CR,Cash DEP acc 27296,BBR03,CASH,314.36
BK-b07d75f137,2024-01-30,2024-01-30,13588.68,KES,CR,CASH DEP 29776,BBR09,CASH,102.6
BK-6c2b2e31d0,2024-02-14,2024-02-14,35895.26,KES,CR,Cash DEP acc 25789,BBR05,CASH,161.55
BK-f2b67aa17d,2024-02-10,2024-02-10,44142.2,KES,CR,CHQ dep MBR 25039,BBR03,CHEQUE,93.37
BK-0dcc84da6a,2024-02-16,2024-02-16,6874.01,KES,CR,CASH DEP 23702,BBR13,CASH,44.74
BK-88e0eaf24b,2024-02-29,2024-02-29,5920.85,KES,CR,MPESA 26152,BBR13,MPESA,36.96
BK-7d10f2d9af,2024-02-20,2024-02-20,24470.76,KES,CR,CHQ DEP for MBR 27788,BBR02,CHEQUE,26.58
BK-98d63b3a28,2024-01-29,2024-01-29,10041.04,KES,CR,Cash DEP acc 29866,BBR15,CASH,32.78
BK-69f8825dce,2024-03-30,2024-03-30,24421.93,KES,CR,CHQ dep MBR 28816,BBR03,CHEQUE,54.78
BK-dced876519,2024-03-14,2024-03-14,28593.82,KES,CR,Cash DEP acc 20568,BBR03,CASH,181.57
BK-b908c1ecc1,2024-01-16,2024-01-16,10326.3,KES,CR,Mobile payment MBR 26955,BBR02,MPESA,29.5
BK-d509293f2d,2024-01-18,2024-01-18,10940.07,KES,CR,MPESA 29776,BBR12,MPESA,56.28
BK-e10012611b,2024-03-21,2024-03-21,4777.52,KES,CR,CASH DEP 21037,BBR05,CASH,12.15
BK-30240f4643,2024-03-23,2024-03-23,21292.57,KES,CR,M-PESA PAY 26149,BBR08,MPESA,23.54
BK-f5d943be5b,2024-03-18,2024-03-18,39835.67,KES,CR,Cash DEP acc 20595,BBR05,CASH,233.48
BK-2058b265dc,2024-02-06,2024-02-06,1518.08,KES,CR,M-PESA PAY 24023,BBR10,MPESA,6.12
BK-4c03753e6d,2024-01-25,2024-01-25,37668.08,KES,CR,Cash DEP acc 27793,BBR06,CASH,102.21
BK-5ce9ffa5d7,2024-02-18,2024-02-18,43205.82,KES,CR,CHQ DEP for MBR 20503,BBR10,CHEQUE,240.87
BK-b151b50bcc,2024-03-17,2024-03-17,14446.22,KES,CR,MPESA 29913,BBR04,MPESA,81.05
BK-12311f370f,2024-03-23,2024-03-23,22637.06,KES,CR,CHQ DEP for MBR 24317,BBR04,CHEQUE,179.38
BK-b94972881a,2024-02-04,2024-02-04,9497.11,KES,CR,CASH DEP 29423,BBR12,CASH,68.9
BK-9f540a8791,2024-03-26,2024-03-26,37542.43,KES,CR,CHQ DEP MBR 25450,BBR06,CHEQUE,278.04
BK-4ff829d521,2024-01-04,2024-01-04,841.16,KES,CR,CHQ DEP for MBR 28379,BBR13,CHEQUE,1.72
BK-8c104bc133,2024-03-30,2024-03-30,24163.89,KES,CR,CHQ dep MBR 27707,BBR04,CHEQUE,139.94
BK-59730a6ca8,2024-02-12,2024-02-12,20505.16,KES,CR,Mobile payment MBR 23801,BBR14,MPESA,30.75
BK-31be25be8e,2024-03-11,2024-03-11,49727.05,KES,CR,CHQ DEP for MBR 28571,BBR07,CHEQUE,221.14
BK-324502d19a,2024-03-31,2024-03-31,7454.95,KES,CR,CHQ dep MBR 28447,BBR09,CHEQUE,56.58
BK-7fcbf15ac3,2024-03-18,2024-03-18,32872.69,KES,CR,CASH DEP 29959,BBR03,CASH,115.86
BK-3c83a0681a,2024-04-02,2024-04-02,13377.72,KES,CR,CASH DEP 28969,BBR01,CASH,35.41
BK-497aa76dcf,2024-03-11,2024-03-11,17275.2,KES,CR,M-PESA PAY 23052,BBR14,MPESA,103.46
