payment_ref,payment_timestamp,value_date,amount,currency,payment_channel,customer_id,narration,payment_status,entered_by,branch_code,expected_fee
PS-61a3d618b7,2024-01-14,2024-02-19,48012.85,KES,CASH,26960,CASH DEP 26960,FAILED,BATCH,BR02,174.04
PS-60800b3fb4,2024-01-09,2024-03-05,25441.9,KES,CASH,23412,CASH DEP 23412,SUCCESS,TELLER,BR18,146.52
PS-f624dc57a6,2024-02-21,2024-02-06,11511.01,KES,CASH,25884,CASH DEP 25884,SUCCESS,SYSTEM,BR01,99.4
PS-f5e3b49c0a,2024-03-20,2024-01-15,36014.28,KES,CHEQUE,21544,CHQ DEP MBR 21544,SUCCESS,TELLER,BR17,309.98
PS-21630a63f7,2024-01-18,2024-02-14,9721.34,KES,CHEQUE,26867,CHQ DEP MBR 26867,SUCCESS,TELLER,BR02,91.29
PS-39ff434dd0,2024-01-30,2024-01-11,42445.43,KES,CASH,21111,Cash deposit acc 21111,SUCCESS,BATCH,BR12,237.77
PS-6f43da52d1,2024-01-03,2024-01-08,13792.28,KES,CHEQUE,22194,Cheque dep member 22194,SUCCESS,BATCH,BR16,103.66
PS-356b6f0e29,2024-02-17,2024-01-31,28468.79,KES,CHEQUE,24458,Cheque dep member 24458,SUCCESS,BATCH,BR03,70.49
PS-a0546e5e8d,2024-03-22,2024-01-19,30998.22,KES,CASH,27908,Cash deposit acc 27908,SUCCESS,SYSTEM,BR18,298.11
PS-c81882e36c,2024-01-20,2024-02-19,36644.39,KES,CASH,20461,CASH DEP 20461,SUCCESS,BATCH,BR14,133.29
PS-fa07f01d44,2024-02-08,2024-01-19,4367.37,KES,MPESA,22907,Mobile payment member 22907,SUCCESS,SYSTEM,BR01,17.99
PS-81b4210166,2024-03-20,2024-01-07,21251.19,KES,CHEQUE,23505,Cheque deposit for member 23505,SUCCESS,TELLER,BR10,107.54
PS-ee2097cee0,2024-03-01,2024-01-02,34533.34,KES,CHEQUE,27071,Cheque deposit for member 27071,SUCCESS,BATCH,BR13,193.01
PS-1b1dffedcd,2024-01-05,2024-01-05,46745.38,KES,CHEQUE,22782,Cheque dep member 22782,SUCCESS,SYSTEM,BR08,239.68
PS-1541e3c42c,2024-01-26,2024-02-22,7209.33,KES,CASH,26784,Cash deposit acc 26784,SUCCESS,TELLER,BR11,41.23
PS-015ec983a1,2024-02-01,2024-01-18,1986.24,KES,MPESA,29910,MPESA 29910,SUCCESS,BATCH,BR01,4.39
PS-a0f3e4d31d,2024-01-05,2024-03-24,30959.13,KES,CHEQUE,27559,CHQ DEP MBR 27559,SUCCESS,TELLER,BR06,85.08
PS-0f945a8da6,2024-03-06,2024-03-01,40743.35,KES,CASH,23345,Cash deposit acc 23345,SUCCESS,BATCH,BR13,243.03
PS-f632d977f3,2024-02-10,2024-03-31,1735.11,KES,CHEQUE,23041,CHQ DEP MBR 23041,SUCCESS,BATCH,BR14,14.47
PS-f003cfa1d6,2024-01-09,2024-03-01,28689.23,KES,CHEQUE,28126,Cheque deposit for member 28126,SUCCESS,SYSTEM,BR09,127.7
PS-71babfe65b,2024-01-29,2024-02-08,49170.89,KES,CHEQUE,26669,CHQ DEP MBR 26669,SUCCESS,TELLER,BR06,240.17
PS-aea9d35849,2024-01-24,2024-01-28,20166.91,KES,CASH,21521,CASH DEP 21521,SUCCESS,TELLER,BR05,194.3
PS-f040ba9a0a,2024-02-27,2024-03-01,13944.06,KES,CASH,20278,Cash deposit acc 20278,SUCCESS,SYSTEM,BR20,30.41
PS-b57755f554,2024-01-13,2024-01-29,32256.86,KES,MPESA,22992,Mobile payment member 22992,SUCCESS,SYSTEM,BR14,84.87
PS-827015335c,2024-01-04,2024-03-27,41007.89,KES,CASH,27628,Cash deposit acc 27628,SUCCESS,SYSTEM,BR12,353.38
PS-d572334edd,2024-01-05,2024-01-17,27232.47,KES,CASH,25883,Cash deposit acc 25883,SUCCESS,TELLER,BR19,199.87
PS-bd29971fb8,2024-01-22,2024-02-25,29281.39,KES,CASH,25237,CASH DEP 25237,SUCCESS,BATCH,BR10,230.15
PS-135d9fd762,2024-03-06,2024-03-27,13137.31,KES,MPESA,28779,MPESA 28779,SUCCESS,TELLER,BR07,75.0
PS-1d1545d52a,2024-02-28,2024-02-03,25259.89,KES,CHEQUE,20963,Cheque deposit for member 20963,SUCCESS,BATCH,BR08,139.1
PS-e4db68822f,2024-01-05,2024-03-03,48847.67,KES,CHEQUE,29133,CHQ DEP MBR 29133,SUCCESS,BATCH,BR19,148.74
PS-cfc357e37f,2024-03-08,2024-01-26,2658.8,KES,MPESA,27162,MPESA 27162,SUCCESS,BATCH,BR05,23.05
PS-d699847e70,2024-02-25,2024-02-04,14290.82,KES,CHEQUE,25341,CHQ DEP MBR 25341,SUCCESS,TELLER,BR17,46.61
PS-a5912453dc,2024-02-05,2024-02-25,48290.48,KES,CASH,23670,Cash deposit acc 23670,SUCCESS,TELLER,BR01,161.55
PS-4e4b28aff2,2024-01-19,2024-01-02,37302.28,KES,CHEQUE,22727,CHQ DEP MBR 22727,SUCCESS,SYSTEM,BR01,336.81
PS-f9c7e4c0b4,2024-03-07,2024-02-18,3517.5,KES,CHEQUE,23568,Cheque deposit for member 23568,SUCCESS,SYSTEM,BR13,19.79
PS-9beea42735,2024-03-07,2024-03-14,30803.23,KES,CHEQUE,29727,Cheque dep member 29727,SUCCESS,TELLER,BR04,123.74
PS-9163d73549,2024-01-12,2024-02-19,1645.56,KES,CHEQUE,26655,Cheque dep member 26655,FAILED,BATCH,BR05,14.09
PS-a602644ea3,2024-03-15,2024-03-27,24976.37,KES,CASH,22275,CASH DEP 22275,FAILED,BATCH,BR20,58.89
PS-171c168727,2024-03-10,2024-01-11,39860.26,KES,CASH,20145,CASH DEP 20145,SUCCESS,SYSTEM,BR09,203.61
PS-6bfac26796,2024-03-16,2024-03-06,1641.35,KES,CHEQUE,20665,CHQ DEP MBR 20665,SUCCESS,BATCH,BR08,6.55
PS-51603c2014,2024-02-27,2024-01-11,36289.12,KES,CHEQUE,21945,Cheque deposit for member 21945,SUCCESS,BATCH,BR03,165.0
PS-656c6fc581,2024-02-12,2024-03-05,32465.21,KES,CASH,29898,Cash deposit acc 29898,SUCCESS,BATCH,BR10,103.91
PS-08b64c3cd9,2024-03-26,2024-01-02,31978.14,KES,CHEQUE,20297,Cheque deposit for member 20297,SUCCESS,SYSTEM,BR07,146.83
PS-2885f811f0,2024-02-11,2024-02-18,20937.21,KES,MPESA,23918,M-PESA PAY 23918,SUCCESS,BATCH,BR20,83.81
PS-d946717918,2024-02-26,2024-01-19,14030.24,KES,CASH,29535,Cash deposit acc 29535,SUCCESS,TELLER,BR02,89.85
PS-cfe2397389,2024-03-31,2024-03-10,36190.38,KES,CASH,24374,Cash deposit acc 24374,SUCCESS,BATCH,BR17,116.45
PS-5723f36db7,2024-02-06,2024-01-01,11513.36,KES,CASH,22257,Cash deposit acc 22257,SUCCESS,SYSTEM,BR05,26.13
PS-90e559727d,2024-03-29,2024-02-11,44418.51,KES,CASH,25679,Cash deposit acc 25679,SUCCESS,SYSTEM,BR08,369.44
PS-8ab9a154eb,2024-01-21,2024-01-29,48561.48,KES,CASH,25873,CASH DEP 25873,SUCCESS,SYSTEM,BR01,100.39
PS-1099c56c27,2024-03-12,2024-01-18,31177.87,KES,CHEQUE,21428,Cheque dep member 21428,FAILED,BATCH,BR11,89.09
PS-f611e16509,2024-01-23,2024-03-21,21224.31,KES,CASH,21903,CASH DEP 21903,SUCCESS,SYSTEM,BR19,45.49
PS-0ccf7300e0,2024-03-18,2024-01-23,44226.79,KES,CHEQUE,26513,Cheque deposit for member 26513,SUCCESS,TELLER,BR09,239.34
PS-f680087aee,2024-03-07,2024-01-19,4720.03,KES,CHEQUE,20385,CHQ DEP MBR 20385,SUCCESS,TELLER,BR01,12.83
PS-9793303b18,2024-03-21,2024-02-24,49188.65,KES,CHEQUE,22879,Cheque deposit for member 22879,SUCCESS,SYSTEM,BR03,147.6
PS-4054d57d7f,2024-02-24,2024-02-25,35908.84,KES,CASH,24333,CASH DEP 24333,SUCCESS,TELLER,BR09,161.46
PS-6cbb0435df,2024-02-26,2024-02-23,32927.03,KES,MPESA,20753,Mobile payment member 20753,SUCCESS,BATCH,BR10,166.69
PS-b1e62d0010,2024-01-01,2024-02-16,31290.94,KES,CHEQUE,20412,CHQ DEP MBR 20412,SUCCESS,BATCH,BR07,303.91
PS-070e4f897b,2024-02-14,2024-03-12,42344.54,KES,MPESA,25064,MPESA 25064,SUCCESS,TELLER,BR16,423.17
PS-6c777f4914,2024-01-13,2024-03-27,8577.5,KES,CHEQUE,28761,Cheque deposit for member 28761,SUCCESS,SYSTEM,BR06,44.21
PS-22e21cfdc0,2024-02-19,2024-02-14,19903.24,KES,CASH,20062,CASH DEP 20062,SUCCESS,TELLER,BR05,83.76
PS-904ba21329,2024-02-22,2024-03-10,44026.39,KES,CASH,21254,CASH DEP 21254,SUCCESS,BATCH,BR09,366.34
PS-338286db69,2024-01-21,2024-03-15,23620.54,KES,MPESA,24807,Mobile payment member 24807,SUCCESS,BATCH,BR07,115.57
PS-7d9b2baae6,2024-03-06,2024-02-08,48760.88,KES,MPESA,20598,M-PESA PAY 20598,SUCCESS,BATCH,BR16,485.04
PS-d3591fbb46,2024-01-27,2024-02-09,12147.03,KES,CHEQUE,22385,Cheque deposit for member 22385,SUCCESS,SYSTEM,BR14,109.68
PS-7f41fd5f86,2024-01-12,2024-02-13,8041.84,KES,CASH,26199,CASH DEP 26199,SUCCESS,SYSTEM,BR20,63.58
PS-ac1b38482e,2024-01-23,2024-01-03,18167.4,KES,CHEQUE,25837,CHQ DEP MBR 25837,SUCCESS,BATCH,BR09,152.76
PS-e14d41589c,2024-03-04,2024-01-26,5503.23,KES,CHEQUE,21440,Cheque dep member 21440,SUCCESS,BATCH,BR03,34.39
PS-5838274c5d,2024-01-30,2024-02-09,624.81,KES,CHEQUE,27595,Cheque deposit for member 27595,SUCCESS,SYSTEM,BR19,5.19
PS-a4f5ed706e,2024-03-08,2024-03-07,40411.43,KES,CASH,28199,CASH DEP 28199,SUCCESS,BATCH,BR14,254.38
PS-ff145f0449,2024-02-14,2024-01-13,13353.68,KES,MPESA,26638,Mobile payment member 26638,SUCCESS,TELLER,BR06,36.44
PS-aa9fd3ec3a,2024-01-11,2024-01-24,10205.63,KES,MPESA,26079,Mobile payment member 26079,SUCCESS,TELLER,BR04,78.23
PS-620de5d01a,2024-02-24,2024-01-01,30759.39,KES,MPESA,20834,Mobile payment member 20834,FAILED,SYSTEM,BR05,86.24
PS-c258400984,2024-01-21,2024-01-08,3117.13,KES,MPESA,28277,M-PESA PAY 28277,SUCCESS,TELLER,BR04,21.06
PS-2b856723c0,2024-01-07,2024-01-11,31333.43,KES,CASH,29023,Cash deposit acc 29023,FAILED,SYSTEM,BR02,297.88
PS-f6a9ebfd56,2024-01-15,2024-01-31,45989.69,KES,MPESA,23438,Mobile payment member 23438,SUCCESS,BATCH,BR16,367.01
PS-a82a4d3f46,2024-01-06,2024-01-14,38215.42,KES,MPESA,29661,M-PESA PAY 29661,SUCCESS,SYSTEM,BR05,308.95
PS-c9947fdc73,2024-01-07,2024-03-05,35906.81,KES,CASH,25812,CASH DEP 25812,FAILED,TELLER,BR19,257.96
PS-0dd368dba3,2024-01-02,2024-03-21,16768.51,KES,CASH,27645,Cash deposit acc 27645,SUCCESS,TELLER,BR07,162.08
PS-6731abf496,2024-01-16,2024-01-03,17216.01,KES,CHEQUE,25582,CHQ DEP MBR 25582,SUCCESS,TELLER,BR18,107.22
PS-4d68cf2368,2024-02-29,2024-03-17,37361.53,KES,CASH,27268,Cash deposit acc 27268,SUCCESS,BATCH,BR08,214.59
PS-405ab4639e,2024-03-06,2024-01-15,21624.22,KES,CHEQUE,26807,Cheque dep member 26807,SUCCESS,SYSTEM,BR05,65.7
PS-7b7374a5e5,2024-03-22,2024-02-19,29988.23,KES,CASH,23322,CASH DEP 23322,SUCCESS,SYSTEM,BR16,245.88
PS-b40d0f6a3e,2024-01-06,2024-02-27,24515.65,KES,CHEQUE,28773,CHQ DEP MBR 28773,SUCCESS,BATCH,BR04,225.48
PS-80809c97af,2024-03-27,2024-03-11,40014.31,KES,CHEQUE,20114,CHQ DEP MBR 20114,SUCCESS,SYSTEM,BR15,357.61
PS-bffeaa734d,2024-03-26,2024-02-07,1229.16,KES,CHEQUE,28200,Cheque deposit for member 28200,SUCCESS,TELLER,BR07,11.08
PS-da9cf0cb18,2024-03-15,2024-01-05,48528.75,KES,CHEQUE,23051,CHQ DEP MBR 23051,SUCCESS,BATCH,BR13,311.16
PS-f2e80de0e9,2024-02-19,2024-02-26,20221.33,KES,MPESA,27469,M-PESA PAY 27469,SUCCESS,BATCH,BR12,51.17
PS-7a6b0259c7,2024-02-16,2024-03-30,29114.18,KES,CHEQUE,21939,Cheque dep member 21939,FAILED,TELLER,BR03,133.19
PS-9660a829d7,2024-02-19,2024-01-10,44785.13,KES,MPESA,21891,Mobile payment member 21891,SUCCESS,SYSTEM,BR01,167.53
PS-2c2543e5db,2024-03-24,2024-03-07,48971.64,KES,CHEQUE,25963,CHQ DEP MBR 25963,FAILED,TELLER,BR10,430.38
PS-21ade70766,2024-01-18,2024-02-06,27140.58,KES,CASH,21843,CASH DEP 21843,SUCCESS,BATCH,BR03,102.13
PS-3a5236d65f,2024-03-17,2024-01-10,45687.3,KES,MPESA,20167,Mobile payment member 20167,SUCCESS,SYSTEM,BR08,108.5
PS-65901569dd,2024-02-16,2024-03-11,45623.8,KES,MPESA,21653,MPESA 21653,SUCCESS,BATCH,BR10,238.81
PS-51fd0fc253,2024-02-12,2024-01-30,33553.46,KES,CHEQUE,24015,CHQ DEP MBR 24015,FAILED,BATCH,BR03,92.2
PS-3be5601c4e,2024-02-05,2024-03-04,41099.18,KES,CHEQUE,25338,CHQ DEP MBR 25338,SUCCESS,SYSTEM,BR05,243.5
PS-c6ca83eb30,2024-03-01,2024-02-01,42848.38,KES,MPESA,29588,M-PESA PAY 29588,SUCCESS,SYSTEM,BR11,340.89
PS-c7b8a080b2,2024-02-27,2024-03-04,27527.43,KES,CHEQUE,21821,CHQ DEP MBR 21821,SUCCESS,TELLER,BR05,106.63
PS-43bfd25507,2024-02-16,2024-02-03,25138.65,KES,CASH,26096,Cash deposit acc 26096,SUCCESS,SYSTEM,BR02,203.61
PS-e622755c95,2024-01-03,2024-01-20,8458.42,KES,MPESA,29806,MPESA 29806,SUCCESS,SYSTEM,BR14,68.23
PS-42a437d77f,2024-01-19,2024-01-05,21431.15,KES,MPESA,26058,MPESA 26058,SUCCESS,TELLER,BR15,60.31
PS-3a759f68b9,2024-01-16,2024-02-16,3526.73,KES,CHEQUE,27547,CHQ DEP MBR 27547,SUCCESS,SYSTEM,BR16,22.05
PS-0f42370cf3,2024-01-13,2024-03-03,33396.68,KES,MPESA,23766,MPESA 23766,SUCCESS,SYSTEM,BR08,208.42
PS-e351474e5c,2024-02-08,2024-03-05,15177.09,KES,MPESA,23042,MPESA 23042,SUCCESS,BATCH,BR15,111.91
PS-c823c9bb4f,2024-02-03,2024-02-20,8518.88,KES,CHEQUE,26280,Cheque dep member 26280,SUCCESS,BATCH,BR13,83.91
PS-2f6d0f974f,2024-01-06,2024-02-27,27972.53,KES,CHEQUE,27387,CHQ DEP MBR 27387,SUCCESS,SYSTEM,BR09,86.4
PS-2cc4e899a6,2024-01-19,2024-03-02,44672.22,KES,CASH,27296,Cash deposit acc 27296,SUCCESS,BATCH,BR07,426.38
PS-429f718996,2024-03-01,2024-02-23,27650.25,KES,CASH,23411,Cash deposit acc 23411,FAILED,SYSTEM,BR20,83.03
PS-3889fe9c8a,2024-03-18,2024-01-07,36240.76,KES,MPESA,28667,MPESA 28667,SUCCESS,BATCH,BR01,303.65
PS-47b7312878,2024-01-30,2024-01-23,49685.58,KES,CASH,28470,Cash deposit acc 28470,SUCCESS,BATCH,BR11,409.48
PS-1ca065dfee,2024-03-28,2024-03-08,798.31,KES,MPESA,23855,M-PESA PAY 23855,SUCCESS,TELLER,BR16,2.87
PS-5458d27b06,2024-03-17,2024-02-27,4648.5,KES,CASH,26850,CASH DEP 26850,FAILED,SYSTEM,BR01,20.98
PS-cf1f54b50b,2024-03-05,2024-03-17,22786.48,KES,MPESA,25270,MPESA 25270,SUCCESS,SYSTEM,BR11,108.33
PS-2d5c16917c,2024-01-04,2024-01-31,42601.65,KES,MPESA,22601,M-PESA PAY 22601,SUCCESS,SYSTEM,BR05,373.22
PS-93385d2b01,2024-01-17,2024-02-28,43085.51,KES,CHEQUE,27812,Cheque dep member 27812,SUCCESS,TELLER,BR06,106.73
PS-7815bfd992,2024-01-14,2024-01-14,47212.8,KES,CHEQUE,22884,Cheque deposit for member 22884,SUCCESS,SYSTEM,BR12,340.4
PS-146b235aac,2024-01-14,2024-02-24,30533.99,KES,MPESA,28029,Mobile payment member 28029,FAILED,TELLER,BR10,99.57
PS-06140e3b5b,2024-03-11,2024-02-21,6143.99,KES,MPESA,28899,M-PESA PAY 28899,SUCCESS,BATCH,BR08,13.88
PS-1a307ed044,2024-01-02,2024-01-27,41859.51,KES,CHEQUE,22879,Cheque dep member 22879,FAILED,TELLER,BR06,93.63
PS-a20d5f239f,2024-03-13,2024-03-11,20953.83,KES,CASH,22952,Cash deposit acc 22952,FAILED,TELLER,BR09,72.82
PS-28bc6c3414,2024-02-24,2024-03-10,25025.06,KES,MPESA,26512,Mobile payment member 26512,SUCCESS,TELLER,BR15,143.05
PS-d47aee2db6,2024-01-25,2024-02-27,40408.06,KES,CHEQUE,20316,Cheque deposit for member 20316,SUCCESS,SYSTEM,BR01,385.13
PS-4df1723c64,2024-02-28,2024-01-24,10315.08,KES,CASH,24771,CASH DEP 24771,SUCCESS,SYSTEM,BR13,68.29
PS-82728cf68b,2024-02-26,2024-02-25,8415.53,KES,MPESA,21853,Mobile payment member 21853,SUCCESS,BATCH,BR01,53.18
PS-9df1466bf9,2024-02-11,2024-02-03,37200.93,KES,CHEQUE,29221,Cheque deposit for member 29221,SUCCESS,TELLER,BR12,257.66
PS-2ccbce4caf,2024-03-18,2024-01-29,5881.92,KES,MPESA,29011,Mobile payment member 29011,SUCCESS,SYSTEM,BR06,58.41
PS-a7d860ce4c,2024-03-14,2024-01-16,27275.45,KES,CHEQUE,28081,CHQ DEP MBR 28081,SUCCESS,TELLER,BR12,196.87
PS-92593de876,2024-02-25,2024-02-23,40946.66,KES,CASH,24890,CASH DEP 24890,SUCCESS,SYSTEM,BR11,351.83
PS-90a2940cab,2024-01-27,2024-03-16,27871.76,KES,CHEQUE,27432,CHQ DEP MBR 27432,SUCCESS,SYSTEM,BR20,222.73
PS-ebc3bc709c,2024-03-05,2024-03-10,1658.05,KES,MPESA,29607,MPESA 29607,SUCCESS,SYSTEM,BR01,8.87
PS-da08e17e68,2024-01-03,2024-01-22,37800.1,KES,MPESA,28112,Mobile payment member 28112,SUCCESS,BATCH,BR01,276.73
PS-a86e769984,2024-03-17,2024-01-06,48011.61,KES,CASH,21692,Cash deposit acc 21692,SUCCESS,TELLER,BR03,443.29
PS-53a7431463,2024-03-10,2024-03-14,31174.98,KES,CHEQUE,24903,Cheque deposit for member 24903,SUCCESS,BATCH,BR08,105.58
PS-1e34b00811,2024-01-23,2024-01-01,47877.36,KES,MPESA,22570,Mobile payment member 22570,SUCCESS,TELLER,BR12,121.51
PS-fd3af6413a,2024-02-14,2024-01-08,45340.48,KES,MPESA,22522,Mobile payment member 22522,SUCCESS,BATCH,BR08,449.53
PS-fc7df6890e,2024-01-05,2024-01-29,39912.62,KES,MPESA,24647,MPESA 24647,SUCCESS,BATCH,BR17,339.47
PS-4f6d9fab53,2024-01-25,2024-02-01,34909.56,KES,MPESA,29179,Mobile payment member 29179,SUCCESS,TELLER,BR10,307.15
PS-21c2c6715a,2024-03-09,2024-01-04,29808.73,KES,CHEQUE,26457,CHQ DEP MBR 26457,SUCCESS,BATCH,BR18,298.04
PS-98ad277aa3,2024-02-04,2024-02-04,6753.12,KES,CHEQUE,23776,Cheque deposit for member 23776,FAILED,TELLER,BR19,16.61
PS-1ecb5c54e4,2024-03-19,2024-03-17,19944.68,KES,CASH,25461,Cash deposit acc 25461,FAILED,TELLER,BR04,62.65
PS-9dd26dee0d,2024-02-09,2024-03-16,10305.35,KES,MPESA,28133,MPESA 28133,SUCCESS,SYSTEM,BR06,26.02
PS-5ec498c64c,2024-02-04,2024-03-23,9521.49,KES,MPESA,20243,Mobile payment member 20243,SUCCESS,BATCH,BR07,87.73
PS-b6178631f3,2024-01-17,2024-01-24,49306.19,KES,CASH,25601,CASH DEP 25601,SUCCESS,SYSTEM,BR03,375.91
PS-d8fac6987d,2024-01-17,2024-02-24,18932.66,KES,MPESA,21636,MPESA 21636,SUCCESS,SYSTEM,BR11,60.76
PS-27c217b4a0,2024-01-14,2024-01-19,45931.57,KES,CASH,28334,Cash deposit acc 28334,SUCCESS,BATCH,BR14,136.13
PS-393b5d0f0a,2024-03-25,2024-03-09,723.22,KES,CHEQUE,23744,CHQ DEP MBR 23744,SUCCESS,SYSTEM,BR05,3.01
PS-fd6c5cf73e,2024-03-29,2024-01-30,35404.95,KES,CHEQUE,23130,CHQ DEP MBR 23130,SUCCESS,SYSTEM,BR01,160.82
PS-9c20ec80cb,2024-03-15,2024-03-22,36129.87,KES,CHEQUE,24438,Cheque deposit for member 24438,SUCCESS,SYSTEM,BR08,264.81
PS-dd1d3e1347,2024-03-16,2024-02-29,42641.94,KES,CASH,20808,Cash deposit acc 20808,SUCCESS,SYSTEM,BR15,291.83
PS-2501316a08,2024-01-17,2024-01-20,34774.99,KES,MPESA,22078,Mobile payment member 22078,SUCCESS,BATCH,BR18,135.28
PS-9ef85c66e5,2024-03-10,2024-01-15,39995.8,KES,CASH,24167,Cash deposit acc 24167,SUCCESS,BATCH,BR01,176.78
PS-73c0dc45c9,2024-03-22,2024-02-18,24885.59,KES,MPESA,28892,M-PESA PAY 28892,SUCCESS,TELLER,BR07,225.09
PS-e0d7efbd1b,2024-02-15,2024-01-13,29683.61,KES,CASH,22787,CASH DEP 22787,SUCCESS,BATCH,BR02,98.77
PS-9f011c2b8a,2024-02-25,2024-02-05,27373.63,KES,CASH,27655,Cash deposit acc 27655,SUCCESS,BATCH,BR11,194.14
PS-4f8eccc9c7,2024-03-10,2024-01-22,26600.94,KES,CASH,25886,CASH DEP 25886,SUCCESS,BATCH,BR14,204.42
PS-09c7c23f0e,2024-03-06,2024-02-04,20524.27,KES,CHEQUE,27828,CHQ DEP MBR 27828,SUCCESS,SYSTEM,BR05,149.16
PS-722b665f5c,2024-03-22,2024-02-10,15604.61,KES,MPESA,22757,M-PESA PAY 22757,SUCCESS,SYSTEM,BR03,129.3
PS-161eb1feaf,2024-02-14,2024-01-02,27994.73,KES,CHEQUE,26419,Cheque deposit for member 26419,SUCCESS,BATCH,BR06,134.97
PS-88a0782bf7,2024-02-27,2024-01-23,37968.18,KES,CHEQUE,26647,Cheque dep member 26647,FAILED,SYSTEM,BR07,254.84
PS-eaae2c6136,2024-01-22,2024-01-21,32482.89,KES,CHEQUE,24127,Cheque deposit for member 24127,SUCCESS,SYSTEM,BR03,139.67
PS-700e33f6b5,2024-03-18,2024-03-30,29904.07,KES,CHEQUE,29394,Cheque dep member 29394,SUCCESS,SYSTEM,BR13,100.54
PS-910e5ddf5e,2024-02-03,2024-02-13,7151.75,KES,CHEQUE,27264,Cheque deposit for member 27264,SUCCESS,BATCH,BR12,38.92
PS-01a41e33b0,2024-01-06,2024-01-03,24122.1,KES,CHEQUE,23032,Cheque dep member 23032,SUCCESS,TELLER,BR20,62.69
PS-d2ac46ba36,2024-01-26,2024-03-09,11370.5,KES,CASH,21382,Cash deposit acc 21382,SUCCESS,TELLER,BR06,49.84
PS-dfa9105e1e,2024-02-18,2024-01-01,4798.75,KES,CHEQUE,27596,Cheque dep member 27596,SUCCESS,TELLER,BR14,46.65
PS-67d6ffdc03,2024-02-11,2024-02-21,23339.48,KES,CHEQUE,28665,CHQ DEP MBR 28665,SUCCESS,SYSTEM,BR04,219.11
PS-7bde929882,2024-01-17,2024-02-20,23963.08,KES,CHEQUE,26848,CHQ DEP MBR 26848,SUCCESS,TELLER,BR17,184.66
PS-3c70ce1fc5,2024-02-29,2024-01-23,1228.91,KES,CHEQUE,25799,Cheque deposit for member 25799,SUCCESS,SYSTEM,BR14,3.34
PS-cf9d1b0fef,2024-01-15,2024-01-27,7757.35,KES,CASH,26973,Cash deposit acc 26973,SUCCESS,SYSTEM,BR04,16.29
PS-ad224cf885,2024-02-08,2024-01-18,35771.29,KES,MPESA,24243,Mobile payment member 24243,FAILED,BATCH,BR04,182.89
PS-16707a96c9,2024-02-28,2024-01-23,6257.06,KES,MPESA,24522,MPESA 24522,SUCCESS,SYSTEM,BR13,38.71
PS-e83aa0fcf9,2024-02-24,2024-03-29,44767.63,KES,MPESA,27808,Mobile payment member 27808,SUCCESS,SYSTEM,BR20,194.23
PS-ab35e4b84b,2024-03-01,2024-02-11,44059.98,KES,MPESA,20737,MPESA 20737,SUCCESS,TELLER,BR17,282.15
PS-78b7220135,2024-03-19,2024-03-13,41876.73,KES,CHEQUE,20323,Cheque deposit for member 20323,SUCCESS,TELLER,BR10,317.37
PS-db8b063010,2024-02-09,2024-02-04,14708.04,KES,CHEQUE,20674,CHQ DEP MBR 20674,SUCCESS,TELLER,BR16,49.21
PS-5a4c0edcc2,2024-01-26,2024-03-05,21705.83,KES,MPESA,24401,MPESA 24401,SUCCESS,BATCH,BR09,121.32
PS-45da0db70d,2024-03-09,2024-02-17,18267.3,KES,CHEQUE,20176,Cheque dep member 20176,SUCCESS,TELLER,BR13,159.59
PS-9ec7cb4df9,2024-03-29,2024-02-29,28190.89,KES,MPESA,22241,Mobile payment member 22241,SUCCESS,TELLER,BR17,154.23
PS-3556cfa051,2024-01-01,2024-03-17,32815.43,KES,CHEQUE,24361,CHQ DEP MBR 24361,FAILED,TELLER,BR17,295.18
PS-70486cab00,2024-01-12,2024-02-20,37224.97,KES,MPESA,25127,M-PESA PAY 25127,SUCCESS,SYSTEM,BR08,170.13
PS-845e4baf8c,2024-03-15,2024-01-29,1292.17,KES,CASH,29666,CASH DEP 29666,SUCCESS,BATCH,BR03,5.29
PS-bf55f44248,2024-03-22,2024-02-22,15583.87,KES,CHEQUE,27001,Cheque dep member 27001,SUCCESS,TELLER,BR10,58.86
PS-bc22011b7f,2024-01-07,2024-02-20,13465.24,KES,CASH,28277,CASH DEP 28277,SUCCESS,TELLER,BR18,107.98
PS-ea8bae0001,2024-02-29,2024-01-17,13192.16,KES,MPESA,25757,M-PESA PAY 25757,SUCCESS,SYSTEM,BR08,69.04
PS-8d34c00b37,2024-01-12,2024-03-07,33126.52,KES,MPESA,21100,MPESA 21100,SUCCESS,BATCH,BR20,217.64
PS-c6ec47321c,2024-01-22,2024-03-14,22914.17,KES,CHEQUE,20979,Cheque deposit for member 20979,FAILED,TELLER,BR17,102.3
PS-b150951a82,2024-03-12,2024-02-19,22993.89,KES,CASH,20671,Cash deposit acc 20671,SUCCESS,SYSTEM,BR08,112.82
PS-42e073233c,2024-03-31,2024-02-01,17204.32,KES,CHEQUE,27018,CHQ DEP MBR 27018,SUCCESS,SYSTEM,BR14,115.91
PS-af5181fe35,2024-02-26,2024-03-26,1838.96,KES,CHEQUE,24024,Cheque deposit for member 24024,SUCCESS,TELLER,BR13,10.61
PS-613c4b156f,2024-01-24,2024-02-23,46684.29,KES,CASH,21970,CASH DEP 21970,SUCCESS,SYSTEM,BR19,333.28
PS-bebdd342ba,2024-03-06,2024-03-23,1299.16,KES,CASH,21331,CASH DEP 21331,SUCCESS,SYSTEM,BR07,7.82
